AIRPORTCODE,AIRPORTNAME,CITYCODE,CITYNAME,COUNTRYNAME,CURRENCYCODE
OHT,Kohat,OHT,Kohat,Pakistan,PKR
OIM,Oshima,OIM,Oshima,Japan,JPY
OIR,Okushiri,OIR,Okushiri,Japan,JPY
OIT,Oita,OIT,Oita,Japan,JPY
OKA,Naha,OKA,Okinawa,Japan,JPY
OKC,Will Rogers World,OKC,Oklahoma City,United States,USD
OKE,Okino Erabu,OKE,Okino Erabu,Japan,JPY
OKF,Okaukuejo,OKF,Okaukuejo,Namibia,NAD
OKI,Oki Island,OKI,Oki Island,Japan,JPY
OKJ,Okayama,OKJ,Okayama,Japan,JPY
OKL,Oksibil,OKL,Oksibil,Indonesia,IDR
OKN,Okondja,OKN,Okondja,Gabon,XAF
OKP,Oksapmin,OKP,Oksapmin,Papua New Guinea,PGK
OKQ,Okaba,OKQ,Okaba,Indonesia,IDR
OKR,Yorke Island,OKR,Yorke Island,Australia,AUD
OLA,Orland,OLA,Orland,Norway,NOK
OLB,Costa Smeralda,OLB,Olbia,Italy,EUR
OLC,Sao Paulo de Olivenca Airport,OLC,Sao Paulo de Olivenca,Brazil,BRL
OLF,Wolf Point Int'l,OLF,Wolf Point,United States,USD
OLJ,Olpoi,OLJ,Olpoi,Vanuatu,VUV
OLM,Olympia,OLM,Olympia,United States,USD
OLP,Olympic Dam,OLP,Olympic Dam,Australia,AUD
OLQ,Olsobip,OLQ,Olsobip,Papua New Guinea,PGK
OMA,Eppley Airfield,OMA,Omaha,United States,USD
OMB,Omboue,OMB,Omboue,Gabon,XAF
OMC,Ormoc Airport,OMC,Ormoc,Philippines,PHP
OMD,Oranjemund,OMD,Oranjemund,Namibia,NAD
OME,Nome,OME,Nome,United States,USD
OMH,Urmieh,OMH,Urmieh,Iran,IRR
OMO,Mostar,OMO,Mostar,Bosnia and Herzegowina,BAM
OMR,Oradea,OMR,Oradea,Romania,RON
OMS,Omsk,OMS,Omsk,Russian Federation,RUB
OND,Ondangwa,OND,Ondangwa,Namibia,NAD
ONG,Mornington,ONG,Mornington,Australia,AUD
ONI,Moanamani,ONI,Moanamani,Indonesia,IDR
ONP,NEWPORT,ONP,Newport,United States,USD
ONQ,Zonguldak Airport,ONQ,Zonguldak,Turkey,TRY
ONS,Onslow,ONS,Onslow,Australia,AUD
ONT,Ontario Internationa,ONT,Ontario,United States,USD
ONX,Colon,ONX,Colon,Panama,PAB
OOK,Toksook Bay,OOK,Toksook Bay,United States,USD
OOL,Coolangatta,OOL,Gold Coast,Australia,AUD
OOM,Cooma,OOM,Cooma,Australia,AUD
OOT,Onotoa,OOT,Onotoa,Kiribati,AUD
OPA,Kopasker,OPA,Kopasker,Iceland,ISK
OPO,Porto,OPO,Porto,Portugal,EUR
OPS,Sinop - Mato Grosso,OPS,Sinop,Brazil,BRL
OPU,Balimo,OPU,Balimo,Papua New Guinea,PGK
ORB,Orebro-Bofors,ORB,Orebro,Sweden,SEK
ORC,Orocue,ORC,Orocue,Colombia,COP
ORF,Norfolk Int'l,ORF,Norfolk,United States,USD
ORH,Worcester,ORH,Worcester,United States,USD
ORK,Cork,ORK,Cork,Ireland,EUR
MCO,Orlando Int'l,ORL,Orlando,United States,USD
ORL,Orlando Executive Airport,ORL,Orlando,United States,USD
SFB,Orlando Sanford Intl,ORL,Orlando,United States,USD
ORN,Es Senia,ORN,Oran,Algeria,DZD
ORP,Orapa,ORP,Orapa,Botswana,BWP
ORV,Curtis Memorial,ORV,Noorvik,United States,USD
ORW,Ormara,ORW,Ormara,Pakistan,PKR
KIX,Kansai Int'l,OSA,Osaka,Japan,JPY
OSB,Mosul International Airport,OSB,Osage Beach,United States,USD
OSD,Froesoe,OSD,Ostersund,Sweden,SEK
OSH,Wittman Field,OSH,Oshkosh,United States,USD
OSI,Osijek Intl Airport,OSI,Osijek,Croatia,HRK
OSK,Oskarshamn,OSK,Oskarshamn,Sweden,SEK
OSL,Oslo Airport,OSL,Oslo,Norway,NOK
RYG,Moss-Rygge,OSL,Oslo,Norway,NOK
TRF,Sandefjord,OSL,Oslo,Norway,NOK
OSP,Slupsk - Redzikowo Airport,OSP,Slupsk,Poland,PLN
OSR,Mosnov,OSR,Ostrava,Czech Republic,CZK
OSS,Osh,OSS,Osh,Kyrgyzstan,KGS
OST,Ostend,OST,Ostend,Belgium,EUR
OSY,Namsos,OSY,Namsos,Norway,NOK
OTA,Mota,OTA,Mota,Ethiopia,ETB
OTC,Bol,OTC,Bol,Chad,XAF
OTD,Contadora,OTD,Contadora,Panama,PAB
OTH,N Bend Coosbay,OTH,N Bend Coosbay,United States,USD
OTI,Morotai Island,OTI,Morotai Island,Indonesia,IDR
OTL,Boutilimit,OTL,Boutilimit,Mauritania,MRO
OTM,Ottumwa Industrial,OTM,Ottumwa,United States,USD
OTR,Coto 47,OTR,Coto 47,Costa Rica,CRC
OTS,Anacortes,OTS,Anacortes,United States,USD
OTU,Otu,OTU,Otu,Colombia,COP
OTZ,Kotzebue,OTZ,Kotzebue,United States,USD
OUA,Ouagadougou,OUA,Ouagadougou,Burkina Faso,XOF
OUD,Les Angades,OUD,Oujda,Morocco,MAD
OUE,Ouesso,OUE,Ouesso,Congo,CDF
OUG,Ouahigouya,OUG,Ouahigouya,Burkina Faso,XOF
OUL,Oulu,OUL,Oulu,Finland,EUR
OUM,Oum Hadjer,OUM,Oum Hadjer,Chad,XAF
OUR,Batouri,OUR,Batouri,Cameroon,XAF
OUS,Ourinhos,OUS,Ourinhos,Brazil,BRL
OUT,Bousso,OUT,Bousso,Chad,XAF
OUZ,Zouerate,OUZ,Zouerate,Mauritania,MRO
OVA,Bekily,OVA,Bekily,Madagascar,MGA
OVB,Tolmachevo,OVB,Novosibirsk,Russian Federation,RUB
OVD,Asturias,OVD,Oviedo,Spain,EUR
OWB,Daviess County,OWB,Owensboro,United States,USD
OXB,Osvaldo Vieira,OXB,Bissau,Guinea-Bissau,XOF
OXF,London Oxford,OXF,Oxford,United Kingdom,GBP
OXQ,Oxford Railway Station,OXQ,Oxford,United Kingdom,GBP
OXR,Oxnard,OXR,Oxnard,United States,USD
OYE,Oyem,OYE,Oyem,Gabon,XAF
OYL,Moyale,OYL,Moyale,Kenya,KES
OZC,Labo Airport,OZC,Ozamis City,Philippines,PHP
OZH,Zaporozhye,OZH,Zaporozhye,Ukraine,UAH
OZZ,Ouarzazate,OZZ,Ouarzazate,Morocco,MAD
PAB,Bilaspur,PAB,Bilaspur,India,INR
PAD,Paderborn,PAD,Paderborn,Germany,EUR
PAE,Snohomish County,PAE,Everett,United States,USD
PAG,Pagadian Airport,PAG,Pagadian,Philippines,PHP
PAH,Barkley Regional,PAH,Paducah,United States,USD
PAN,Pattani,PAN,Pattani,Thailand,THB
PAP,Mais Gate,PAP,Port Au Prince,Haiti,HTG
PAQ,Palmer Municipal,PAQ,Palmer,United States,USD
BVA,Beauvais-Tille,PAR,Paris,France,EUR
CDG,Charles De Gaulle,PAR,Paris,France,EUR
LBG,Le Bourget Airport,PAR,Paris,France,EUR
ORY,Orly,PAR,Paris,France,EUR
XCR,Chalons-Vatry,PAR,Paris,France,EUR
PAS,Paros,PAS,Paros,Greece,EUR
PAT,Patna,PAT,Patna,India,INR
PAV,Paulo Afonso,PAV,Paulo Afonso,Brazil,BRL
PAY,Pamol,PAY,Pamol,Malaysia,MYR
PAZ,Tajin,PAZ,Poza Rica,Mexico,MXN
PBC,Huejotsingo,PBC,Puebla,Mexico,MXN
PBD,Porbandar,PBD,Porbandar,India,INR
PBE,Puerto Berrio,PBE,Puerto Berrio,Colombia,COP
PBG,Plattsburgh Intl Airport,PBG,Plattsburgh,United States,USD
PBH,Paro,PBH,Paro,Bhutan,BTN
PBI,Palm Beach Intl,PBI,West Palm Beach,United States,USD
PBL,Puerto Cabello,PBL,Puerto Cabello,Venezuela,VEF
ORG,Zorg En Hoop,PBM,Paramaribo,Suriname,SRD
PBM,Zanderij Internatiional,PBM,Paramaribo,Suriname,SRD
PBN,Porto Amboim,PBN,Porto Amboim,Angola,AOA
PBO,Paraburdoo,PBO,Paraburdoo,Australia,AUD
PBU,Putao,PBU,Putao,Myanmar,MMK
PCA,Portage Creek,PCA,Portage Creek,United States,USD
PCC,Puerto Rico Airport,PCC,Puerto Rico,Colombia,COP
PCL,Capitan Rolden,PCL,Pucallpa,Peru,PEN
PCN,Koromiko,PCN,Picton,New Zealand,NZD
PCP,Principe,PCP,Principe,Sao Tome & Principe,STD
PCR,Puerto Carreno,PCR,Puerto Carreno,Colombia,COP
PDA,Puerto Inirida,PDA,Puerto Inirida,Colombia,COP
PDB,Pedro Bay,PDB,Pedro Bay,United States,USD
PDF,Prado Airport,PDF,Prado,Brazil,BRL
PDG,Tabing,PDG,Padang,Indonesia,IDR
PDL,Nordela,PDL,Ponta Delgada Azore,Portugal,EUR
PDN,Parndana,PDN,Parndana,Australia,AUD
PDP,Punta Del Este,PDP,Punta Del Este,Uruguay,UYU
PDT,Pendleton,PDT,Pendleton,United States,USD
PDU,Paysandu,PDU,Paysandu,Uruguay,UYU
PDV,Plovdiv,PDV,Plovdiv,Bulgaria,BGN
PDX,Portland Int'l,PDX,Portland,United States,USD
PEA,Penneshaw,PEA,Penneshaw,Australia,AUD
PED,Pardubice,PED,Pardubice,Czech Republic,CZK
PEE,Perm,PEE,Perm,Russian Federation,RUB
PEG,Sant Egidio,PEG,Perugia,Italy,EUR
PEI,Pereira,PEI,Pereira,Colombia,COP
PEM,Puerto Maldonado,PEM,Puerto Maldonado,Peru,PEN
PEN,Penang Int'l,PEN,Penang,Malaysia,MYR
PER,Perth,PER,Perth,Australia,AUD
PET,Pelotas,PET,Pelotas,Brazil,BRL
PEU,Puerto Lempira,PEU,Puerto Lempira,Honduras,HNL
PEW,Peshawar,PEW,Peshawar,Pakistan,PKR
PEZ,Ternovka,PEZ,Penza,Russian Federation,RUB
PFB,Passo Fundo,PFB,Passo Fundo,Brazil,BRL
PFJ,Patreksfjordur,PFJ,Patreksfjordur,Iceland,ISK
PFN,Bay County,PFN,Panama City,United States,USD
PFO,Paphos Int'l,PFO,Paphos,Cyprus,CYP
PGA,Page,PGA,Page,United States,USD
PGD,Punta Gorda Airport,PGD,Punta Gorda,United States,USD
PGF,Rivesaltes,PGF,Perpignan,France,EUR
PGH,Pantnagar,PGH,Pantnagar,India,INR
PGI,Chitato,PGI,Chitato,Angola,AOA
PGK,Pangkalpinang,PGK,Pangkalpinang,Indonesia,IDR
PGM,Port Graham,PGM,Port Graham,United States,USD
PGV,Pitt-Greenville,PGV,Greenville,United States,USD
PGX,Perigueux,PGX,Perigueux,France,EUR
PGZ,Ponta Grossa Airport,PGZ,Ponta Grossa,Brazil,BRL
PHB,Parnaiba - Prefeito Dr Filho,PHB,Parnaiba,Brazil,BRL
PHC,Port Harcourt,PHC,Port Harcourt,Nigeria,NGN
PHE,Port Hedland,PHE,Port Hedland,Australia,AUD
PHF,Newportnews/Williamsburg,PHF,Hampton,United States,USD
PHJ,Port Hunter,PHJ,Port Hunter,Australia,AUD
BBX,Wings Field,PHL,Philadelphia,United States,USD
PHL,Philadelphia Int'l,PHL,Philadelphia,United States,USD
PNE,North Philadelphia,PHL,Philadelphia,United States,USD
PHN,SAINT CLAIR INTL,PHN,Port Huron,United States,USD
PHO,Point Hope,PHO,Point Hope,United States,USD
PHR,Pacific Harbor,PHR,Pacific Harbor,Fiji Islands,FJD
PHS,Phitsanulok,PHS,Phitsanulok,Thailand,THB
PHW,H Van Eck,PHW,Phalaborwa,South Africa,ZAR
AZA,Phoenix-Mesa Gateway,PHX,Phoenix,United States,USD
PHX,Sky Harbor Int'l,PHX,Phoenix,United States,USD
SCF,Scottsdale Municipal,PHX,Phoenix,United States,USD
PIA,Greater Peoria,PIA,Peoria,United States,USD
PIE,St Petersburg Int'l,PIE,St Petersburg,United States,USD
PIH,Pocatello,PIH,Pocatello,United States,USD
PIN,Parintins Airport,PIN,Parintins,Brazil,BRL
PIP,Pilot Point,PIP,Pilot Point,United States,USD
UGB,Ugashik Bay,PIP,Pilot Point,United States,USD
PIR,Pierre,PIR,Pierre,United States,USD
PIS,Biard,PIS,Poitiers,France,EUR
AGC,Allegheny,PIT,Pittsburgh,United States,USD
PIT,Pittsburgh Int'l,PIT,Pittsburgh,United States,USD
PIU,Piura,PIU,Piura,Peru,PEN
PIX,Pico Island,PIX,Pico Island,Portugal,EUR
PIZ,Dew Station,PIZ,Point Lay,United States,USD
PJG,Panjgur,PJG,Panjgur,Pakistan,PKR
PKA,Napaiskakspb,PKA,Napaiskak,United States,USD
PKB,Wood County,PKB,Parkersburg,United States,USD
PKC,Petropavlovsk Kam,PKC,Petropavlovsk Kam,Russian Federation,RUB
PKE,Parkes,PKE,Parkes,Australia,AUD
PKN,Pangkalanbuun,PKN,Pangkalanbuun,Indonesia,IDR
PKO,Parakou,PKO,Parakou,Benin,XOF
PKP,Puka Puka,PKP,Puka Puka,French Polynesia,XPF
PKR,Pokhara,PKR,Pokhara,Nepal,NPR
PKU,Simpang Tiga,PKU,Pekanbaru,Indonesia,IDR
PKW,Selebi Phikwe,PKW,Selebi Phikwe,Botswana,BWP
PKY,Palangkaraya,PKY,Palangkaraya,Indonesia,IDR
PKZ,Pakse,PKZ,Pakse,Lao People's Democratic Republic,LAK
PLB,Clinton Country,PLB,Plattsburgh,United States,USD
PLD,Playa Samara,PLD,Playa Samara,Costa Rica,CRC
PLE,Paiela - Papua New Guinea,PLE,Paiela,Papua New Guinea,PGK
PLF,Pala,PLF,Pala,Chad,XAF
PLH,Plymouth,PLH,Plymouth,United Kingdom,GBP
PLM,Mahmud Badaruddin Ii,PLM,Palembang,Indonesia,IDR
PLN,Emmet County,PLN,Pellston,United States,USD
PLO,Port Lincoln,PLO,Port Lincoln,Australia,AUD
PLQ,Palanga,PLQ,Palanga,Lithuania,LTL
PLS,Providenciales,PLS,Providenciales,Turcs & Caicos Islands,USD
PLW,Mutiara,PLW,Palu,Indonesia,IDR
PLX,Semipalatinsk,PLX,Semipalatinsk,Kazakhstan,KZT
PLZ,Port Elizabeth Airport,PLZ,Port Elizabeth,South Africa,ZAR
PMA,Wawi,PMA,Pemba,Tanzania,TZS
PMC,Tepual,PMC,Puerto Montt,Chile,CLP
PMF,Parma,PMF,Parma,Italy,EUR
PMG,Ponta Pora Int'l,PMG,Ponta Pora,Brazil,BRL
PMI,Palma Mallorca,PMI,Palma de Mallorca,Spain,EUR
PMN,Pumani,PMN,Pumani,Papua New Guinea,PGK
PMO,Punta Raisi,PMO,Palermo,Italy,EUR
PMQ,Perito Moreno,PMQ,Perito Moreno,Argentina,ARS
PMR,Palmerston North,PMR,Palmerston North,New Zealand,NZD
PMV,Delcaribe General S Marino,PMV,Porlamar,Venezuela,VEF
PMW,Palmas,PMW,Palmas,Brazil,BRL
PMZ,Palmar Sur,PMZ,Palmar,Costa Rica,CRC
PNA,Pamplona,PNA,Pamplona,Spain,EUR
PNB,Porto Nacional,PNB,Porto Nacional,Brazil,BRL
PNC,Ponca City,PNC,Ponca City,United States,USD
PND,Punta Gorda,PND,Punta Gorda,Belize,BZD
PNH,POCHENTONG,PNH,Phnom Penh,Cambodia,KHR
PNI,Pohnpei,PNI,Pohnpei,Micronesia,USD
PNK,Supadio,PNK,Pontianak,Indonesia,IDR
PNL,Pantelleria,PNL,Pantelleria,Italy,EUR
PNP,Girua,PNP,Popondetta,Papua New Guinea,PGK
PNQ,Lohegaon,PNQ,Pune,India,INR
PNR,Pointe Noire,PNR,Pointe Noire,Congo,CDF
PNS,Pensacola Regional,PNS,Pensacola,United States,USD
PNY,PONDICHERRY,PNY,Pondicherry,India,INR
PNZ,Petrolina Internacional,PNZ,Petrolina,Brazil,BRL
POA,Salgado Filho,POA,Porto Alegre,Brazil,BRL
POD,Podor,POD,Podor,Senegal,XOF
POG,Port Gentil,POG,Port Gentil,Gabon,XAF
POJ,Patos de Minas Airport,POJ,Patos De Minas,Brazil,BRL
POL,Pemba,POL,Pemba,Mozambique,MZN
POM,Jackson Field,POM,Port Moresby,Papua New Guinea,PGK
POO,Pocos De Caldas,POO,Pocos De Caldas,Brazil,BRL
POP,La Union,POP,Puerto Plata,Dominican Republic,DOP
POQ,Polk Inlet,POQ,Polk Inlet,United States,USD
POR,Pori,POR,Pori,Finland,EUR
POS,Port Of Spain,POS,Port Of Spain,Trinidad and Tobago,TTD
POT,Ken Jones,POT,Port Antonio,Jamaica,JMD
POU,Dutchess County,POU,Poughkeepsie,United States,USD
SWF,Newburgh Stewart,POU,Poughkeepsie,United States,USD
POW,Portoroz,POW,Portoroz,Slovenia,EUR
POZ,Poznan,POZ,Poznan,Poland,PLN
PPB,A. De Barros,PPB,Presidente Pruden,Brazil,BRL
PPE,Puerto Penasco,PPE,Puerto Penasco,Mexico,MXN
PPG,Pago Pago Int'l,PPG,Pago Pago,American Samoa,USD
PPM,Pompano Beach,PPM,Pompano Beach,United States,USD
PPN,Machangara,PPN,Popayan,Colombia,COP
PPP,Proserpine,PPP,Proserpine,Australia,AUD
PPQ,Paraparaumu,PPQ,Paraparaumu,New Zealand,NZD
PPS,Puerto Princesa,PPS,Puerto Princesa,Philippines,PHP
PPT,Faaa,PPT,Papeete,French Polynesia,XPF
PPV,Port Protection,PPV,Port Protection,United States,USD
PPW,Papa Westray,PPW,Papa Westray,United Kingdom,GBP
PQC,Phu Quoc Intl Airport,PQC,Phu Quoc,Vietnam,VND
PQI,Presque Isle Municipal,PQI,Presque Isle,United States,USD
PQM,Palenque International Airport,PQM,Palenque,Mexico,MXN
PQQ,Port Macquarie,PQQ,Port Macquarie,Australia,AUD
PRC,Prescott,PRC,Prescott,United States,USD
PRG,Ruzyne,PRG,Prague,Czech Republic,CZK
PRH,Phrae,PRH,Phrae,Thailand,THB
PRI,Praslin Island,PRI,Praslin Island,Seychelles,SCR
PRN,Pristina,PRN,Pristina,Yugoslavia,YUM
PRS,Parasi,PRS,Parasi,Solomon Islands,SBD
PRX,Cox Field,PRX,Paris,United States,USD
PRY,Wonderboom,PRY,Pretoria,South Africa,ZAR
PSA,Galileo Galilei,PSA,Pisa,Italy,EUR
PSC,Tri-Cities,PSC,Pasco,United States,USD
PSE,Mercedita,PSE,Ponce,Puerto Rico,USD
PSG,Petersburg Municipal,PSG,Petersburg,United States,USD
PSI,Pasni,PSI,Pasni,Pakistan,PKR
PSJ,Poso,PSJ,Poso,Indonesia,IDR
PSP,Palm Springs Municipal,PSP,Palm Springs,United States,USD
UDD,Bermuda Dunes,PSP,Palm Springs,United States,USD
PSR,Liberi,PSR,Pescara,Italy,EUR
PSS,Posadas,PSS,Posadas,Argentina,ARS
PSZ,Puerto Suarez,PSZ,Puerto Suarez,Bolivia,BOB
PTA,Port Alsworth,PTA,Port Alsworth,United States,USD
PTC,Port Alice,PTC,Port Alice,United States,USD
PTD,Port Alexander,PTD,Port Alexander,United States,USD
PTF,Malololailai,PTF,Malololailai,Fiji Islands,FJD
PTG,Pietersburg,PTG,Pietersburg,South Africa,ZAR
PTH,Port Heiden,PTH,Port Heiden,United States,USD
PTI,Port Douglas,PTI,Port Douglas,Australia,AUD
PTJ,Portland,PTJ,Portland,Australia,AUD
PTL,Port Armstrong,PTL,Port Armstrong,United States,USD
PTP,Le Raizet,PTP,Pointe A Pitre,Guadeloupe,EUR
PTU,Platinum,PTU,Platinum,United States,USD
PAC,Paitilla,PTY,Panama City,Panama,PAB
PTY,Tocumen Int'l,PTY,Panama City,Panama,PAB
PUB,Pueblo Memorial Airport,PUB,Pueblo,United States,USD
PUC,Carbon County,PUC,Price,United States,USD
PUD,Puerto Deseado,PUD,Puerto Deseado,Argentina,ARS
PUF,Uzein,PUF,Pau,France,EUR
PUG,Port Augusta,PUG,Port Augusta,Australia,AUD
PUJ,Punta Cana,PUJ,Punta Cana,Dominican Republic,DOP
PUK,Pukarua,PUK,Pukarua,French Polynesia,XPF
PUM,Pomala,PUM,Pomala,Indonesia,IDR
PUQ,Pres Ibanez,PUQ,Punta Arenas,Chile,CLP
PUS,Kimhae,PUS,Pusan,South Korea,KRW
PUT,Puttiparthi,PUT,Puttaparthi,India,INR
PUU,Puerto Asis,PUU,Puerto Asis,Colombia,COP
PUW,Moscow Regional,PUW,Pullman,United States,USD
PUY,Pula,PUY,Pula,Croatia,HRK
PUZ,Puerto Cabezas,PUZ,Puerto Cabezas,Nicaragua,NIO
PVA,Providencia,PVA,Providencia,Colombia,COP
PVC,Provincetown,PVC,Provincetown,United States,USD
PVD,Theodore Francis,PVD,Providence,United States,USD
PVG,Pu Dong Airport,PVG,Shangai,China,CNY
PVH,Belmonte,PVH,Porto Velho,Brazil,BRL
PVK,Preveza Lefkas,PVK,Preveza Lefkas,Greece,EUR
PVO,Portoviejo,PVO,Portoviejo,Ecuador,USD
PVR,Ordaz,PVR,Puerto Vallarta,Mexico,MXN
PVU,Provo,PVU,Provo,United States,USD
PWI,Beles,PWI,Pawi,Ethiopia,ETB
PWM,Portland Int'l Jetport,PWM,Portland,United States,USD
PWQ,Pavlodar,PWQ,Pavlodar,Kazakhstan,KZT
PXM,Puerto Escondido,PXM,Puerto Escondido,Mexico,MXN
PXO,Porto Santo,PXO,Porto Santo,Portugal,EUR
PXU,Pleiku Airport,PXU,Pleiku,Vietnam,VND
PYE,Penrhyn Island,PYE,Penrhyn Island,Cook Islands,NZD
PYG,Pakyong airport,PYG,Pakyong,India,INR
PYH,Puerto Ayacucho,PYH,Puerto Ayacucho,Venezuela,VEF
PYR,Andravida,PYR,Pyrgos,Greece,EUR
PZA,Paz De Ariporo,PZA,Paz De Ariporo,Colombia,COP
PZB,Pietermaritzburg,PZB,Pietermaritzburg,South Africa,ZAR
PZE,Penzance,PZE,Penzance,United Kingdom,GBP
PZH,Zhob,PZH,Zhob,Pakistan,PKR
PZO,Puerto Ordaz,PZO,Puerto Ordaz,Venezuela,VEF
PZU,Port Sudan,PZU,Port Sudan,Sudan,SDG
PZY,Piestany,PZY,Piestany,Slovakia,SKK
QBB,Airlines Serving Sidi Bel Abbes Airport,QBB,Bel Abbes,Algeria,DZD
QBC,Bella Coola,QBC,Bella Coola,Canada,CAD
MQP,Kruger Mpumalanga International Airport,QKP,Kruger National P,South Africa,ZAR
QKU,K̦ln-Deutz,QKU,K̦ln-Deutz Bhf Messe,Germany,EUR
QPR,PRATO,QPR,Prato,Italy,EUR
QRH,Rotterdam Central Station,QRH,Rotterdam,Netherlands,ANG
QRO,Queretaro Intl Airport,QRO,Queretaro,Mexico,MXN
QYG,Railway germany,QYG,Railway Germany,Germany,EUR
RAB,Lakunai,RAB,Rabaul,Papua New Guinea,PGK
RAE,ARAR,RAE,Arar,Saudi Arabia,SAR
RAF,Ras An Naqb,RAF,Ras An Naqb,Egypt,EGP
RAH,Rafha,RAH,Rafha,Saudi Arabia,SAR
RAI,Francisco Mendes,RAI,Praia,Cape Verde,CVE
RAJ,Rajkot Civil,RAJ,Rajkot,India,INR
RAK,Menara,RAK,Marrakech,Morocco,MAD
RAL,Riverside Municipal,RAL,Riverside,United States,USD
RIR,Riverside Fla-Bob,RAL,Riverside,United States,USD
RAM,Ramingining,RAM,Ramingining,Australia,AUD
RAO,Leite Lopes,RAO,Ribeirao Preto,Brazil,BRL
RAP,Rapid City Regional,RAP,Rapid City,United States,USD
RAR,Rarotonga,RAR,Rarotonga,Cook Islands,NZD
RAS,Rasht,RAS,Rasht,Iran,IRR
RAV,Cravo Norte,RAV,Cravo Norte,Colombia,COP
RAZ,Rawala Kot,RAZ,Rawala Kot,Pakistan,PKR
RBA,Sale,RBA,Rabat,Morocco,MAD
RBJ,Rebun,RBJ,Rebun,Japan,JPY
RBP,Rabaraba,RBP,Rabaraba,Papua New Guinea,PGK
RBQ,Rurrenabaque,RBQ,Rurrenabaque,Bolivia,BOB
RBR,Pres. Medici,RBR,Rio Branco,Brazil,BRL
RBS,Orbost,RBS,Orbost,Australia,AUD
RBT,Marsabit,RBT,Marsabit,Kenya,KES
RBY,Ruby,RBY,Ruby,United States,USD
RCB,Richards Bay,RCB,Richards Bay,South Africa,ZAR
RCE,Roche Harbor,RCE,Roche Harbor,United States,USD
RCH,Riohacha,RCH,Riohacha,Colombia,COP
RCM,Richmond,RCM,Richmond,Australia,AUD
RCN,American River,RCN,American River,Australia,AUD
RCO,Rochefort Saint Agnant Airport,RCO,Rochefort,France,EUR
RCU,Rio Cuarto,RCU,Rio Cuarto,Argentina,ARS
RDC,Redencao,RDC,Redencao,Brazil,BRL
RDD,Redding,RDD,Redding,United States,USD
RDE,Merdey,RDE,Merdey,Indonesia,IDR
RDG,Reading Municipal/Spaatz Field,RDG,Reading,United States,USD
RDM,Roberts Field,RDM,Redmond,United States,USD
RDP,Durgapur,RDP,Durgapur,India,INR
RDT,Richard Toll,RDT,Richard Toll,Senegal,XOF
RDU,Raleigh Durham,RDU,Raleigh Durham,United States,USD
RDV,Red Devil,RDV,Red Devil,United States,USD
RDZ,Marcillac,RDZ,Rodez,France,EUR
REA,Reao,REA,Reao,French Polynesia,XPF
REC,Guararapes Int'l,REC,Recife,Brazil,BRL
REG,Tito Menniti,REG,Reggio Calabria,Italy,EUR
KEF,Keflavik Int'l,REK,Reykjavik,Iceland,ISK
REK,Reykjavik Airport,REK,Reykjavik,Iceland,ISK
REL,Trelew,REL,Trelew,Argentina,ARS
REN,Orenburg,REN,Orenburg,Russian Federation,RUB
REP,Siem Reap,REP,Siem Reap,Cambodia,KHR
RES,Resistencia,RES,Resistencia,Argentina,ARS
RET,Stolport,RET,Rost,Norway,NOK
REU,Reus,REU,Reus,Spain,EUR
REW,Rewa,REW,Rewa,India,INR
REX,Gen Lucio Blanco,REX,Reynosa,Mexico,MXN
REZ,Resende Airport,REZ,Resende,Brazil,BRL
RFA,Rafai,RFA,Rafai,Central African Republic,XAF
RFD,Greater Rockford,RFD,Rockford,United States,USD
RFN,Raufarhofn,RFN,Raufarhofn,Iceland,ISK
RFP,Raiatea,RFP,Raiatea,French Polynesia,XPF
RGA,Rio Grande,RGA,Rio Grande,Argentina,ARS
RGE,Porgera,RGE,Porgera,Papua New Guinea,PGK
RGI,Rangiroa,RGI,Rangiroa,French Polynesia,XPF
RGK,Gorno - Altaysk Airport,RGK,Gorno,Russian Federation,RUB
RGL,Rio Gallegos Int'l,RGL,Rio Gallegos,Argentina,ARS
RGN,Mingaladon,RGN,Yangon,Myanmar,MMK
RGT,Japura,RGT,Rengat,Indonesia,IDR
RHE,Reims,RHE,Reims,France,EUR
RHG,Ruhengeri,RHG,Ruhengeri,Ruanda,RWF
RHI,Oneide County,RHI,Rhinelander,United States,USD
RHO,Diagoras,RHO,Rhodes,Greece,EUR
RIA,Base Aerea,RIA,Santa Maria,Brazil,BRL
RIB,Gen Buech,RIB,Riberalta,Bolivia,BOB
RIC,Richmond Int'l,RIC,Richmond,United States,USD
RIF,Reynolds,RIF,Richfield,United States,USD
RIG,Rio Grande,RIG,Rio Grande,Brazil,BRL
RIH,Rio Hato Airport,RIH,Cocle,Panama,PAB
RIJ,Rioja,RIJ,Rioja,Peru,PEN
RIN,Ringi Cove,RIN,Ringi Cove,Solomon Islands,SBD
GIG,Rio De Janeiro Int'l,RIO,Rio De Janeiro,Brazil,BRL
SDU,Santos Dumont,RIO,Rio De Janeiro,Brazil,BRL
RIS,Rishiri,RIS,Rishiri,Japan,JPY
RIW,Riverton,RIW,Riverton,United States,USD
RIX,Riga,RIX,Riga,Latvia,LVL
RIY,Riyan,RIY,Mukalla,Yemen,YER
RJA,Rajahmundry,RJA,Rajahmundry,India,INR
RJH,Rajshahi,RJH,Rajshahi,Bangladesh,BDT
RJI,Rajouri,RJI,Rajouri,India,INR
RJK,Rijeka,RJK,Rijeka,Croatia,HRK
